"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01748","HOPKINTON, MA","H",13167,"J",596078,"J",1923555,469,"HOPKINTON","MA","MIDDLESEX"
"01749","HUDSON, MA","G",9145,"H",124758,"G",516141,618,"HUDSON","MA","MIDDLESEX"
"01752","MARLBOROUGH, MA","G",43679,"G",1565942,"G",5093705,1569,"MARLBOROUGH","MA","MIDDLESEX"
"01754","MAYNARD, MA","G",3080,"G",73272,"G",304429,265,"MAYNARD","MA","MIDDLESEX"
"01756","MENDON, MA","G",1455,"G",18924,"G",80305,188,"MENDON","MA","WORCESTER"
"01757","MILFORD, MA","G",17758,"G",350784,"G",1288339,956,"MILFORD","MA","WORCESTER"
"01760","NATICK, MA","G",21689,"H",522043,"H",1947353,1328,"NATICK","MA","MIDDLESEX"
"01770","SHERBORN, MA","G",471,"G",5623,"G",23473,115,"SHERBORN","MA","MIDDLESEX"
"01772","SOUTHBOROUGH, MA","H",9819,"H",232001,"H",972288,366,"SOUTHBOROUGH","MA","WORCESTER"
"01773","LINCOLN, MA","G",1992,"G",34715,"G",152534,144,"LINCOLN","MA","MIDDLESEX"
"01775","STOW, MA","G",957,"H",14914,"H",66139,158,"STOW","MA","MIDDLESEX"
"01776","SUDBURY, MA","G",5788,"H",96612,"G",387448,536,"SUDBURY","MA","MIDDLESEX"
"01778","WAYLAND, MA","G",3272,"H",54051,"G",222026,367,"WAYLAND","MA","MIDDLESEX"
"01801","WOBURN, MA","G",47661,"G",1080782,"G",4083071,2168,"WOBURN","MA","MIDDLESEX"
"01803","BURLINGTON, MA","G",40471,"G",1385291,"G",5170234,1480,"BURLINGTON","MA","MIDDLESEX"
"01805","BURLINGTON, MA","J",4971,"J",90318,"J",369758,11,"BURLINGTON","MA","MIDDLESEX"
"01810","ANDOVER, MA","G",34501,"G",906911,"G",3422453,1037,"ANDOVER","MA","ESSEX"
"01821","BILLERICA, MA","G",15332,"G",411246,"G",1548721,717,"BILLERICA","MA","MIDDLESEX"
"01824","CHELMSFORD, MA","G",20094,"G",354699,"G",1440267,844,"CHELMSFORD","MA","MIDDLESEX"
"01826","DRACUT, MA","G",5452,"G",65449,"G",290536,601,"DRACUT","MA","MIDDLESEX"
"01827","DUNSTABLE, MA","G",224,"G",2258,"G",11991,51,"DUNSTABLE","MA","MIDDLESEX"
"01830","HAVERHILL, MA","G",6603,"G",74590,"G",323263,531,"HAVERHILL","MA","ESSEX"
"01831","HAVERHILL, MA","G",148,"H",2168,"H",9268,6,"HAVERHILL","MA","ESSEX"
"01832","HAVERHILL, MA","G",4882,"G",64380,"G",264649,351,"HAVERHILL","MA","ESSEX"
"01833","GEORGETOWN, MA","G",1924,"G",26152,"G",120754,201,"GEORGETOWN","MA","ESSEX"
"01834","GROVELAND, MA","H",1023,"H",18140,"H",78189,133,"GROVELAND","MA","ESSEX"
"01835","HAVERHILL, MA","G",5503,"G",82696,"G",339922,276,"HAVERHILL","MA","ESSEX"
"01840","LAWRENCE, MA","G",5421,"G",64296,"G",272375,363,"LAWRENCE","MA","ESSEX"
"01841","LAWRENCE, MA","G",5765,"H",87690,"H",348842,541,"LAWRENCE","MA","ESSEX"
"01842","LAWRENCE, MA","H",211,"H",3275,"H",14089,20,"LAWRENCE","MA","ESSEX"
"01843","LAWRENCE, MA","G",11504,"G",184210,"G",731067,572,"LAWRENCE","MA","ESSEX"
"01844","METHUEN, MA","G",15598,"H",197553,"H",828278,1055,"METHUEN","MA","ESSEX"
"01845","NORTH ANDOVER, MA","G",14851,"G",261023,"G",1000673,938,"NORTH ANDOVER","MA","ESSEX"
"01850","LOWELL, MA","H",1500,"G",12265,"G",50958,136,"LOWELL","MA","MIDDLESEX"
"01851","LOWELL, MA","G",13356,"G",437032,"H",1707284,477,"LOWELL","MA","MIDDLESEX"
"01852","LOWELL, MA","G",9846,"H",141688,"H",560829,760,"LOWELL","MA","MIDDLESEX"
"01853","LOWELL, MA","H",406,"H",11146,"H",42169,17,"LOWELL","MA","MIDDLESEX"
"01854","LOWELL, MA","G",7284,"G",111804,"H",484318,299,"LOWELL","MA","MIDDLESEX"
"01860","MERRIMAC, MA","G",765,"G",7629,"G",32461,103,"MERRIMAC","MA","ESSEX"
"01862","NORTH BILLERICA, MA","G",11110,"G",327169,"G",1072692,430,"NORTH BILLERICA","MA","MIDDLESEX"
"01863","NORTH CHELMSFORD, MA","G",2960,"G",57295,"G",224724,231,"NORTH CHELMSFORD","MA","MIDDLESEX"
"01864","NORTH READING, MA","H",6881,"H",206070,"H",705398,514,"NORTH READING","MA","MIDDLESEX"
"01865","NUTTING LAKE, MA","J",5,"G",63,"H",232,4,"NUTTING LAKE","MA","MIDDLESEX"
"01866","PINEHURST, MA","J",16,"J",149,"H",710,5,"PINEHURST","MA","MIDDLESEX"
"01867","READING, MA","G",6756,"G",84689,"G",354736,555,"READING","MA","MIDDLESEX"
"01876","TEWKSBURY, MA","G",14955,"G",258546,"G",994071,712,"TEWKSBURY","MA","MIDDLESEX"
"01879","TYNGSBORO, MA","G",3772,"G",50257,"G",219358,334,"TYNGSBORO","MA","MIDDLESEX"
"01880","WAKEFIELD, MA","G",14674,"G",310623,"G",1210167,910,"WAKEFIELD","MA","MIDDLESEX"
"01885","WEST BOXFORD, MA","H",31,"H",172,"H",1084,7,"WEST BOXFORD","MA","ESSEX"
"01886","WESTFORD, MA","G",9553,"G",229509,"G",963438,634,"WESTFORD","MA","MIDDLESEX"
"01887","WILMINGTON, MA","G",26779,"H",660478,"G",2433149,851,"WILMINGTON","MA","MIDDLESEX"
"01888","WOBURN, MA","H",534,"G",15484,"G",67018,14,"WOBURN","MA","MIDDLESEX"
"01890","WINCHESTER, MA","G",6381,"G",111488,"G",476143,577,"WINCHESTER","MA","MIDDLESEX"
"01901","LYNN, MA","G",5113,"G",87531,"G",334429,321,"LYNN","MA","ESSEX"
"01902","LYNN, MA","G",3881,"G",45711,"G",201798,607,"LYNN","MA","ESSEX"
"01903","LYNN, MA","J",31,"H",292,"H",1284,7,"LYNN","MA","ESSEX"
"01904","LYNN, MA","G",2880,"G",29162,"G",122623,333,"LYNN","MA","ESSEX"
"01905","LYNN, MA","G",5225,"G",63179,"G",266654,479,"LYNN","MA","ESSEX"
"01906","SAUGUS, MA","G",9556,"G",98314,"G",412862,818,"SAUGUS","MA","ESSEX"
"01907","SWAMPSCOTT, MA","G",2837,"G",28946,"G",125011,331,"SWAMPSCOTT","MA","ESSEX"
"01908","NAHANT, MA","H",320,"G",4018,"G",19817,47,"NAHANT","MA","ESSEX"
"01910","LYNN, MA","J",2791,"J",80773,"J",338001,8,"LYNN","MA","ESSEX"
"01913","AMESBURY, MA","G",4412,"G",65727,"G",268031,467,"AMESBURY","MA","ESSEX"
"01915","BEVERLY, MA","G",22438,"G",420870,"G",1668897,1289,"BEVERLY","MA","ESSEX"
"01921","BOXFORD, MA","G",875,"G",12247,"G",54439,143,"BOXFORD","MA","ESSEX"
"01922","BYFIELD, MA","G",687,"G",11019,"G",43149,55,"BYFIELD","MA","ESSEX"
"01923","DANVERS, MA","G",24899,"G",405583,"G",1693400,1112,"DANVERS","MA","ESSEX"
"01929","ESSEX, MA","G",1175,"G",16292,"G",77884,157,"ESSEX","MA","ESSEX"
"01930","GLOUCESTER, MA","G",9614,"H",140992,"H",610791,884,"GLOUCESTER","MA","ESSEX"
"01931","GLOUCESTER, MA","H",71,"H",765,"H",2701,13,"GLOUCESTER","MA","ESSEX"
"01936","HAMILTON, MA","H",65,"G",814,"G",3409,12,"HAMILTON","MA","ESSEX"
"01937","HATHORNE, MA","J",45,"J",380,"J",1385,5,"HATHORNE","MA","ESSEX"
"01938","IPSWICH, MA","G",5007,"G",95976,"G",438570,372,"IPSWICH","MA","ESSEX"
"01940","LYNNFIELD, MA","G",6066,"H",89537,"H",367180,461,"LYNNFIELD","MA","ESSEX"
"01944","MANCHESTER, MA","G",1421,"G",17852,"G",82476,178,"MANCHESTER","MA","ESSEX"
"01945","MARBLEHEAD, MA","G",3948,"G",46391,"G",194344,572,"MARBLEHEAD","MA","ESSEX"
"01949","MIDDLETON, MA","G",4428,"G",78858,"G",326196,412,"MIDDLETON","MA","ESSEX"
"01950","NEWBURYPORT, MA","G",11865,"G",192563,"G",800115,802,"NEWBURYPORT","MA","ESSEX"
"01951","NEWBURY, MA","H",480,"H",5608,"H",25924,90,"NEWBURY","MA","ESSEX"
"01952","SALISBURY, MA","G",2855,"H",41633,"H",192174,290,"SALISBURY","MA","ESSEX"
"01960","PEABODY, MA","G",21323,"G",313963,"G",1290982,1524,"PEABODY","MA","ESSEX"
"01961","PEABODY, MA","G",377,"G",5276,"H",25878,8,"PEABODY","MA","ESSEX"
"01965","PRIDES CROSSING, MA","J",413,"J",68312,"J",108280,12,"PRIDES CROSSING","MA","ESSEX"
"01966","ROCKPORT, MA","H",563,"G",5614,"G",30638,159,"ROCKPORT","MA","ESSEX"
"01969","ROWLEY, MA","G",2915,"G",46182,"H",218075,224,"ROWLEY","MA","ESSEX"
"01970","SALEM, MA","H",16559,"H",272166,"H",1121834,1168,"SALEM","MA","ESSEX"
"01982","SOUTH HAMILTON, MA","G",930,"G",12305,"G",56230,141,"SOUTH HAMILTON","MA","ESSEX"
"01983","TOPSFIELD, MA","G",2072,"G",37552,"G",156273,227,"TOPSFIELD","MA","ESSEX"
"01984","WENHAM, MA","J",1266,"J",9486,"J",41127,84,"WENHAM","MA","ESSEX"
"01985","WEST NEWBURY, MA","G",274,"G",3104,"G",13613,74,"WEST NEWBURY","MA","ESSEX"
"02018","ACCORD, MA","J",17,"H",274,"H",1002,3,"ACCORD","MA","PLYMOUTH"
"02019","BELLINGHAM, MA","H",7407,"H",103027,"H",424399,468,"BELLINGHAM","MA","NORFOLK"
"02020","BRANT ROCK, MA","H",147,"G",616,"H",3501,11,"BRANT ROCK","MA","PLYMOUTH"
"02021","CANTON, MA","G",27281,"H",721219,"H",2635040,936,"CANTON","MA","NORFOLK"
"02025","COHASSET, MA","H",2717,"H",33627,"H",142673,289,"COHASSET","MA","NORFOLK"
"02026","DEDHAM, MA","G",15252,"H",264075,"G",1012027,933,"DEDHAM","MA","NORFOLK"
"02027","DEDHAM, MA","J",47,"J",689,"J",3291,11,"DEDHAM","MA","NORFOLK"
"02030","DOVER, MA","G",667,"G",7950,"G",38987,113,"DOVER","MA","NORFOLK"
"02032","EAST WALPOLE, MA","H",2201,"H",38346,"H",151601,129,"EAST WALPOLE","MA","NORFOLK"
"02035","FOXBORO, MA","G",13286,"H",313596,"H",1186491,680,"FOXBORO","MA","NORFOLK"
"02038","FRANKLIN, MA","G",15772,"G",255180,"G",991642,911,"FRANKLIN","MA","NORFOLK"
"02041","GREEN HARBOR, MA","J",32,"J",139,"J",789,7,"GREEN HARBOR","MA","PLYMOUTH"
"02043","HINGHAM, MA","G",18398,"G",302243,"G",1180063,945,"HINGHAM","MA","PLYMOUTH"
"02045","HULL, MA","G",1022,"G",9393,"G",45749,167,"HULL","MA","PLYMOUTH"
"02047","HUMAROCK, MA","H",35,"H",230,"H",1177,6,"HUMAROCK","MA","PLYMOUTH"
"02048","MANSFIELD, MA","G",12643,"G",258509,"G",978017,663,"MANSFIELD","MA","BRISTOL"
"02050","MARSHFIELD, MA","G",5275,"G",65375,"G",291598,566,"MARSHFIELD","MA","PLYMOUTH"
"02051","MARSHFIELD HILLS, MA","G",47,"H",307,"G",1370,12,"MARSHFIELD HILLS","MA","PLYMOUTH"
"02052","MEDFIELD, MA","G",2589,"G",27316,"G",120345,323,"MEDFIELD","MA","NORFOLK"
"02053","MEDWAY, MA","G",3713,"G",49146,"G",203287,349,"MEDWAY","MA","NORFOLK"
"02054","MILLIS, MA","H",1544,"H",14962,"G",65405,204,"MILLIS","MA","NORFOLK"
"02056","NORFOLK, MA","G",2103,"G",30499,"G",131258,228,"NORFOLK","MA","NORFOLK"
"02059","NORTH MARSHFIELD, MA","G",4,"G",47,"G",277,3,"NORTH MARSHFIELD","MA","PLYMOUTH"
"02060","NORTH SCITUATE, MA","J",83,"J",1171,"J",4671,6,"NORTH SCITUATE","MA","PLYMOUTH"
"02061","NORWELL, MA","G",12237,"G",248269,"G",943963,632,"NORWELL","MA","PLYMOUTH"
"02062","NORWOOD, MA","G",25287,"G",608914,"G",2117962,1288,"NORWOOD","MA","NORFOLK"
"02066","SCITUATE, MA","G",2974,"H",34601,"H",153320,394,"SCITUATE","MA","PLYMOUTH"
"02067","SHARON, MA","G",3130,"G",49773,"G",204455,371,"SHARON","MA","NORFOLK"
"02070","SHELDONVILLE, MA","H",31,"G",369,"G",1622,6,"SHELDONVILLE","MA","NORFOLK"
"02071","SOUTH WALPOLE, MA","G",178,"G",2058,"G",11155,19,"SOUTH WALPOLE","MA","NORFOLK"
"02072","STOUGHTON, MA","G",16434,"G",279529,"G",1107808,956,"STOUGHTON","MA","NORFOLK"
"02081","WALPOLE, MA","G",7811,"G",116861,"G",493952,650,"WALPOLE","MA","NORFOLK"
"02090","WESTWOOD, MA","H",16260,"G",308674,"G",1208808,507,"WESTWOOD","MA","NORFOLK"
"02093","WRENTHAM, MA","G",5587,"G",57309,"G",248554,462,"WRENTHAM","MA","NORFOLK"
"02108","BOSTON, MA","G",22279,"G",776999,"G",2566613,1084,"BOSTON","MA","SUFFOLK"
"02109","BOSTON, MA","G",49551,"G",2333314,"G",6938769,1309,"BOSTON","MA","SUFFOLK"
"02110","BOSTON, MA","G",69473,"G",3729532,"G",12847812,1862,"BOSTON","MA","SUFFOLK"
"02111","BOSTON, MA","H",36744,"H",1511721,"H",4795198,938,"BOSTON","MA","SUFFOLK"
"02112","BOSTON, MA","G",29,"J",414,"J",1695,5,"BOSTON","MA","SUFFOLK"
"02113","BOSTON, MA","G",2742,"G",29229,"G",126042,182,"BOSTON","MA","SUFFOLK"
"02114","BOSTON, MA","H",47110,"H",1286747,"H",5260538,703,"BOSTON","MA","SUFFOLK"
"02115","BOSTON, MA","H",69781,"H",1458012,"H",6001651,692,"BOSTON","MA","SUFFOLK"
"02116","BOSTON, MA","G",81339,"G",3553838,"G",11823183,2062,"BOSTON","MA","SUFFOLK"
"02117","BOSTON, MA","J",1269,"J",182091,"J",426543,9,"BOSTON","MA","SUFFOLK"
"02118","BOSTON, MA","H",22438,"G",407617,"H",1757699,888,"BOSTON","MA","SUFFOLK"
"02119","ROXBURY, MA","G",7413,"G",119749,"G",499330,516,"ROXBURY","MA","SUFFOLK"
"02120","ROXBURY CROSSING, MA","H",3682,"H",53192,"H",220750,176,"ROXBURY CROSSING","MA","SUFFOLK"
"02121","DORCHESTER, MA","G",2317,"G",24311,"G",112539,275,"DORCHESTER","MA","SUFFOLK"
"02122","DORCHESTER, MA","G",8147,"G",126742,"G",517526,558,"DORCHESTER","MA","SUFFOLK"
"02123","BOSTON, MA","J",126,"J",1740,"J",7558,5,"BOSTON","MA","SUFFOLK"
"02124","DORCHESTER CENTER, MA","G",5592,"H",65308,"H",267906,597,"DORCHESTER CENTER","MA","SUFFOLK"
"02125","DORCHESTER, MA","G",10196,"G",210213,"G",720532,518,"DORCHESTER","MA","SUFFOLK"
"02126","MATTAPAN, MA","G",2125,"H",23089,"G",100773,262,"MATTAPAN","MA","SUFFOLK"
"02127","SOUTH BOSTON, MA","G",10661,"G",242057,"G",852210,707,"SOUTH BOSTON","MA","SUFFOLK"
"02128","EAST BOSTON, MA","G",26928,"G",436079,"G",1774393,858,"EAST BOSTON","MA","SUFFOLK"
"02129","CHARLESTOWN, MA","G",13245,"G",261140,"G",1091521,536,"CHARLESTOWN","MA","SUFFOLK"
"02130","JAMAICA PLAIN, MA","G",13822,"G",225422,"G",1016222,683,"JAMAICA PLAIN","MA","SUFFOLK"
"02131","ROSLINDALE, MA","H",5587,"H",66887,"H",290993,443,"ROSLINDALE","MA","SUFFOLK"
"02132","WEST ROXBURY, MA","G",5038,"H",60618,"H",252847,494,"WEST ROXBURY","MA","SUFFOLK"
"02133","BOSTON, MA","H",47,"J",2219,"H",6843,12,"BOSTON","MA","SUFFOLK"
"02134","ALLSTON, MA","G",6714,"H",137312,"H",514389,502,"ALLSTON","MA","SUFFOLK"
"02135","BRIGHTON, MA","H",16744,"H",443779,"H",1662954,652,"BRIGHTON","MA","SUFFOLK"
"02136","HYDE PARK, MA","G",5452,"G",75136,"G",314987,475,"HYDE PARK","MA","SUFFOLK"
"02137","READVILLE, MA","J",50,"H",950,"H",4194,7,"READVILLE","MA","SUFFOLK"
"02138","CAMBRIDGE, MA","H",46771,"H",869866,"H",3706071,1072,"CAMBRIDGE","MA","MIDDLESEX"
"02139","CAMBRIDGE, MA","G",57246,"G",2257513,"G",7655080,1118,"CAMBRIDGE","MA","MIDDLESEX"
"02140","CAMBRIDGE, MA","G",9129,"G",317855,"G",1014848,522,"CAMBRIDGE","MA","MIDDLESEX"
"02141","CAMBRIDGE, MA","G",15363,"G",597015,"H",2194035,402,"CAMBRIDGE","MA","MIDDLESEX"
"02142","CAMBRIDGE, MA","G",31327,"G",2356711,"G",7458214,604,"CAMBRIDGE","MA","MIDDLESEX"
"02143","SOMERVILLE, MA","G",11442,"H",217660,"G",833238,679,"SOMERVILLE","MA","MIDDLESEX"
"02144","SOMERVILLE, MA","G",5471,"H",112587,"H",431764,417,"SOMERVILLE","MA","MIDDLESEX"
"02145","SOMERVILLE, MA","G",6587,"H",110012,"G",407658,456,"SOMERVILLE","MA","MIDDLESEX"
"02148","MALDEN, MA","G",12471,"G",169773,"G",687972,1032,"MALDEN","MA","MIDDLESEX"
"02149","EVERETT, MA","G",14514,"G",214356,"G",856228,875,"EVERETT","MA","MIDDLESEX"
"02150","CHELSEA, MA","G",12993,"G",151140,"G",647004,759,"CHELSEA","MA","SUFFOLK"
"02151","REVERE, MA","G",8546,"G",80125,"G",348424,915,"REVERE","MA","SUFFOLK"
"02152","WINTHROP, MA","H",1799,"H",18105,"G",80324,293,"WINTHROP","MA","SUFFOLK"
"02153","MEDFORD, MA","H",168,"H",1178,"H",4549,5,"MEDFORD","MA","MIDDLESEX"
"02155","MEDFORD, MA","H",22673,"H",424242,"H",1753753,1171,"MEDFORD","MA","MIDDLESEX"
"02163","BOSTON, MA","G",585,"H",15370,"H",53106,35,"BOSTON","MA","SUFFOLK"
"02169","QUINCY, MA","G",21641,"G",410923,"G",1625298,1533,"QUINCY","MA","NORFOLK"
"02170","QUINCY, MA","G",1833,"G",21679,"G",98091,261,"QUINCY","MA","NORFOLK"
"02171","QUINCY, MA","H",14627,"H",432117,"H",1465850,392,"QUINCY","MA","NORFOLK"
"02176","MELROSE, MA","G",5241,"G",62797,"G",301650,529,"MELROSE","MA","MIDDLESEX"
"02180","STONEHAM, MA","G",7742,"G",106895,"G",457443,628,"STONEHAM","MA","MIDDLESEX"
"02184","BRAINTREE, MA","G",26046,"G",490640,"G",1881749,1548,"BRAINTREE","MA","NORFOLK"
"02185","BRAINTREE, MA","G",98,"G",1515,"G",6858,9,"BRAINTREE","MA","NORFOLK"
"02186","MILTON, MA","G",5544,"G",73349,"G",316357,482,"MILTON","MA","NORFOLK"
"02187","MILTON VILLAGE, MA","J",39,"H",1167,"H",4846,5,"MILTON VILLAGE","MA","NORFOLK"
"02188","WEYMOUTH, MA","G",3567,"G",42007,"G",169606,283,"WEYMOUTH","MA","NORFOLK"
"02189","EAST WEYMOUTH, MA","G",5812,"G",99330,"G",416754,429,"EAST WEYMOUTH","MA","NORFOLK"
"02190","SOUTH WEYMOUTH, MA","H",8693,"H",166238,"H",652736,426,"SOUTH WEYMOUTH","MA","NORFOLK"
"02191","NORTH WEYMOUTH, MA","G",1164,"G",13576,"G",55195,149,"NORTH WEYMOUTH","MA","NORFOLK"
"02196","BOSTON, MA","J",16,"J",408,"J",1701,4,"BOSTON","MA","SUFFOLK"
"02199","BOSTON, MA","H",23042,"H",1309893,"H",4189026,290,"BOSTON","MA","SUFFOLK"
"02201","BOSTON, MA","J",35,"J",297,"J",1289,3,"BOSTON","MA","SUFFOLK"
"02203","BOSTON, MA","J",20,"H",347,"H",1443,7,"BOSTON","MA","SUFFOLK"
"02205","BOSTON, MA","H",186,"J",3738,"H",14225,20,"BOSTON","MA","SUFFOLK"
"02210","BOSTON, MA","G",67457,"G",3669088,"G",12148263,1143,"BOSTON","MA","SUFFOLK"
"02212","BOSTON, MA","J",16,"J",245,"J",984,3,"BOSTON","MA","SUFFOLK"
"02215","BOSTON, MA","H",59623,"G",1357488,"G",5504880,530,"BOSTON","MA","SUFFOLK"
"02222","BOSTON, MA","J",27,"H",287,"H",1246,7,"BOSTON","MA","SUFFOLK"
"02238","CAMBRIDGE, MA","J",2153,"J",37447,"J",146384,17,"CAMBRIDGE","MA","MIDDLESEX"
"02269","QUINCY, MA","H",1134,"H",34716,"H",103457,13,"QUINCY","MA","NORFOLK"
"02301","BROCKTON, MA","G",25583,"G",344338,"G",1375531,1466,"BROCKTON","MA","PLYMOUTH"
"02302","BROCKTON, MA","G",6569,"G",109340,"G",416956,421,"BROCKTON","MA","PLYMOUTH"
"02303","BROCKTON, MA","J",423,"J",8168,"J",57126,6,"BROCKTON","MA","PLYMOUTH"
"02322","AVON, MA","G",5120,"G",81212,"G",342153,229,"AVON","MA","NORFOLK"
"02324","BRIDGEWATER, MA","G",6335,"G",93703,"G",406882,536,"BRIDGEWATER","MA","PLYMOUTH"
"02327","BRYANTVILLE, MA","G",17,"H",147,"H",653,6,"BRYANTVILLE","MA","PLYMOUTH"
"02330","CARVER, MA","G",1694,"G",18712,"G",83278,230,"CARVER","MA","PLYMOUTH"
"02331","DUXBURY, MA","G",138,"G",1390,"G",7560,31,"DUXBURY","MA","PLYMOUTH"
"02332","DUXBURY, MA","G",2508,"G",30759,"G",138546,345,"DUXBURY","MA","PLYMOUTH"
"02333","EAST BRIDGEWATER, MA","G",2685,"G",27019,"G",112547,296,"EAST BRIDGEWATER","MA","PLYMOUTH"
"02334","EASTON, MA","G",179,"G",2015,"G",7722,18,"EASTON","MA","BRISTOL"
"02338","HALIFAX, MA","G",1067,"G",11678,"G",48454,123,"HALIFAX","MA","PLYMOUTH"
"02339","HANOVER, MA","G",8590,"G",107609,"G",476652,656,"HANOVER","MA","PLYMOUTH"
"02341","HANSON, MA","G",1693,"G",18233,"G",79491,219,"HANSON","MA","PLYMOUTH"
"02343","HOLBROOK, MA","G",2444,"G",39806,"G",169648,262,"HOLBROOK","MA","NORFOLK"
"02345","MANOMET, MA","G",255,"H",2264,"H",8930,15,"MANOMET","MA","PLYMOUTH"
"02346","MIDDLEBORO, MA","G",7165,"G",87043,"G",362136,594,"MIDDLEBORO","MA","PLYMOUTH"
"02347","LAKEVILLE, MA","G",2994,"H",50147,"H",242447,305,"LAKEVILLE","MA","PLYMOUTH"
"02351","ABINGTON, MA","G",4086,"G",46821,"G",194140,365,"ABINGTON","MA","PLYMOUTH"
"02356","NORTH EASTON, MA","G",3024,"G",34543,"G",142278,288,"NORTH EASTON","MA","BRISTOL"
"02357","NORTH EASTON, MA","J",1297,"J",12522,"J",47958,5,"NORTH EASTON","MA","BRISTOL"
"02358","NORTH PEMBROKE, MA","H",44,"G",521,"G",3040,5,"NORTH PEMBROKE","MA","PLYMOUTH"
"02359","PEMBROKE, MA","G",6589,"G",92861,"G",405713,555,"PEMBROKE","MA","PLYMOUTH"
"02360","PLYMOUTH, MA","G",25121,"G",330901,"G",1406780,1738,"PLYMOUTH","MA","PLYMOUTH"
"02361","PLYMOUTH, MA","H",59,"H",881,"H",4323,6,"PLYMOUTH","MA","PLYMOUTH"
"02362","PLYMOUTH, MA","H",84,"H",738,"G",4860,11,"PLYMOUTH","MA","PLYMOUTH"
"02364","KINGSTON, MA","G",5128,"G",60896,"G",266750,394,"KINGSTON","MA","PLYMOUTH"
"02366","SOUTH CARVER, MA","J",3,"H",23,"G",159,3,"SOUTH CARVER","MA","PLYMOUTH"
"02367","PLYMPTON, MA","J",1289,"J",26212,"J",108478,69,"PLYMPTON","MA","PLYMOUTH"
"02368","RANDOLPH, MA","G",7772,"G",125053,"H",480385,665,"RANDOLPH","MA","NORFOLK"
"02370","ROCKLAND, MA","G",7495,"G",200458,"G",732182,515,"ROCKLAND","MA","PLYMOUTH"
"02375","SOUTH EASTON, MA","G",5654,"G",78626,"G",327394,420,"SOUTH EASTON","MA","BRISTOL"
"02379","WEST BRIDGEWATER, MA","G",8128,"G",133020,"G",538070,396,"WEST BRIDGEWATER","MA","PLYMOUTH"
"02382","WHITMAN, MA","G",2197,"G",21159,"G",98048,265,"WHITMAN","MA","PLYMOUTH"
"02420","LEXINGTON, MA","G",4413,"G",65591,"G",281214,504,"LEXINGTON","MA","MIDDLESEX"
"02421","LEXINGTON, MA","G",20781,"G",732706,"H",3470654,582,"LEXINGTON","MA","MIDDLESEX"
"02445","BROOKLINE, MA","G",4411,"G",61394,"G",263775,480,"BROOKLINE","MA","NORFOLK"
"02446","BROOKLINE, MA","G",6447,"G",83987,"G",345144,721,"BROOKLINE","MA","NORFOLK"
"02451","WALTHAM, MA","G",59760,"G",2428239,"G",8176869,1195,"WALTHAM","MA","MIDDLESEX"
"02452","WALTHAM, MA","G",8200,"G",163047,"G",652444,417,"WALTHAM","MA","MIDDLESEX"
"02453","WALTHAM, MA","G",22576,"G",496821,"G",1898250,867,"WALTHAM","MA","MIDDLESEX"
"02454","WALTHAM, MA","J",592,"J",16340,"J",66288,29,"WALTHAM","MA","MIDDLESEX"
"02455","NORTH WALTHAM, MA","G",34,"H",1043,"H",4596,5,"NORTH WALTHAM","MA","MIDDLESEX"
"02457","BABSON PARK, MA","J",2081,"J",28429,"J",124116,18,"BABSON PARK","MA","NORFOLK"
"02458","NEWTON, MA","G",8239,"G",206955,"G",759946,517,"NEWTON","MA","MIDDLESEX"
"02459","NEWTON CENTER, MA","G",12295,"G",324165,"G",1260939,715,"NEWTON CENTER","MA","MIDDLESEX"
"02460","NEWTONVILLE, MA","G",2429,"G",33710,"G",137182,261,"NEWTONVILLE","MA","MIDDLESEX"
"02461","NEWTON HIGHLANDS, MA","G",2905,"G",48046,"G",182735,256,"NEWTON HIGHLANDS","MA","MIDDLESEX"
"02462","NEWTON LOWER FALLS, MA","H",5891,"H",150985,"H",635457,105,"NEWTON LOWER FALLS","MA","MIDDLESEX"
"02464","NEWTON UPPER FALLS, MA","H",3819,"G",54009,"G",223961,214,"NEWTON UPPER FALLS","MA","MIDDLESEX"
"02465","WEST NEWTON, MA","G",2691,"G",46912,"G",180529,308,"WEST NEWTON","MA","MIDDLESEX"
"02466","AUBURNDALE, MA","H",16302,"H",450269,"H",1679203,283,"AUBURNDALE","MA","MIDDLESEX"
"02467","CHESTNUT HILL, MA","H",14964,"H",207533,"H",875419,478,"CHESTNUT HILL","MA","MIDDLESEX"
"02468","WABAN, MA","H",345,"G",4950,"G",22476,83,"WABAN","MA","MIDDLESEX"
"02471","WATERTOWN, MA","J",772,"J",12764,"J",60478,13,"WATERTOWN","MA","MIDDLESEX"
"02472","WATERTOWN, MA","G",17292,"G",485734,"G",1768141,1052,"WATERTOWN","MA","MIDDLESEX"
"02474","ARLINGTON, MA","G",3974,"G",50540,"G",219795,452,"ARLINGTON","MA","MIDDLESEX"
"02475","ARLINGTON HEIGHTS, MA","J",49,"J",1368,"J",5948,3,"ARLINGTON HEIGHTS","MA","MIDDLESEX"
"02476","ARLINGTON, MA","G",3887,"G",56717,"G",244354,436,"ARLINGTON","MA","MIDDLESEX"
"02478","BELMONT, MA","G",7481,"H",121560,"H",506831,623,"BELMONT","MA","MIDDLESEX"
"02481","WELLESLEY HILLS, MA","G",12557,"G",447528,"G",1487044,719,"WELLESLEY HILLS","MA","NORFOLK"
